"uid.x","namedLocation.x","domainID.x","siteID","plotID","trapID","weighDate","setDate","collectDate","ovenStartDate","ovenEndDate","fieldSampleID","massSampleID","samplingProtocolVersion.x","functionalGroup","dryMass","qaDryMass","remarks.x","measuredBy","uid.y","namedLocation.y","domainID.y","subplotID","decimalLatitude","decimalLongitude","elevation","nlcdClass","plotType","geodeticDatum","coordinateUncertainty","elevationUncertainty","date","samplingProtocolVersion.y","targetTaxaPresent","trapType","trapPlacement","trapSize","remarks.y","recordedBy"
"7b73c67d-23c8-4afc-bf71-bdd76d32355c","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO062050.20170803","NEON.LTR.NIWO062050.20170803.OTH","NEON.DOC.001710vE","Other",0.005,"N","","jmorris@battelleecology.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"e7f4f0d6-2fb9-4ef6-b43e-cb4ae2385fb9","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO041059.20170803","NEON.LTR.NIWO041059.20170803.TWI","NEON.DOC.001710vE","Twigs/branches",0.005,"Y","","jmorris@battelleecology.org","e572675f-6f04-4ec2-8033-c195c01e75cf","NIWO_041.basePlot.ltr","D13",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84",20.2,0.2,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"54309f1d-8ce3-44fb-b80b-d5f9c30e1775","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO041059.20170803","NEON.LTR.NIWO041059.20170803.FLR","NEON.DOC.001710vE","Flowers",0,"N","","jmorris@battelleecology.org","e572675f-6f04-4ec2-8033-c195c01e75cf","NIWO_041.basePlot.ltr","D13",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84",20.2,0.2,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"c541b730-e356-4422-9ded-20711254ae4d","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO041059.20170803","NEON.LTR.NIWO041059.20170803.SDS","NEON.DOC.001710vE","Seeds",0,"N","","jmorris@battelleecology.org","e572675f-6f04-4ec2-8033-c195c01e75cf","NIWO_041.basePlot.ltr","D13",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84",20.2,0.2,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"61bcd593-612d-4dc6-8efd-1404cb226347","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO047197.20170803","NEON.LTR.NIWO047197.20170803.SDS","NEON.DOC.001710vE","Seeds",0,"N","","jmorris@battelleecology.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"7d51451f-3b02-49ed-9f81-30c664f6bd6f","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO047197.20170803","NEON.LTR.NIWO047197.20170803.NDL","NEON.DOC.001710vE","Needles",0.005,"N","","jmorris@battelleecology.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"ea0a206e-3653-4716-bd8e-8c7d1dbc25e6","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO047197.20170803","NEON.LTR.NIWO047197.20170803.LVS","NEON.DOC.001710vE","Leaves",0.005,"N","","jmorris@battelleecology.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"449b81a2-5655-4687-bd7a-071270997f26","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO041059.20170803","NEON.LTR.NIWO041059.20170803.NDL","NEON.DOC.001710vE","Needles",0.97,"Y","","jmorris@battelleecology.org","e572675f-6f04-4ec2-8033-c195c01e75cf","NIWO_041.basePlot.ltr","D13",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84",20.2,0.2,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"9c996346-377d-4fd0-84fd-879166f576c7","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO047197.20170803","NEON.LTR.NIWO047197.20170803.TWI","NEON.DOC.001710vE","Twigs/branches",0,"N","","jmorris@battelleecology.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"16f8f404-7d86-4f54-9836-9a2d986e6c17","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO041059.20170803","NEON.LTR.NIWO041059.20170803.LVS","NEON.DOC.001710vE","Leaves",0.005,"N","","jmorris@battelleecology.org","e572675f-6f04-4ec2-8033-c195c01e75cf","NIWO_041.basePlot.ltr","D13",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84",20.2,0.2,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"ba3e6013-46aa-4573-9bb9-5322ee5b6007","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO064103.20170803","NEON.LTR.NIWO064103.20170803.TWI","NEON.DOC.001710vE","Twigs/branches",0,"N","","Sscherneck@battelleecology.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"186cabfd-ed1b-4612-8df1-4f4a77a09d9f","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO062050.20170803","NEON.LTR.NIWO062050.20170803.LVS","NEON.DOC.001710vE","Leaves",0.005,"N","","jmorris@battelleecology.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"33fe4fad-c2ff-4afd-aa35-735b3876db8d","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO064103.20170803","NEON.LTR.NIWO064103.20170803.LVS","NEON.DOC.001710vE","Leaves",0.005,"N","","Sscherneck@battelleecology.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"f4c90ec0-1710-4552-bfd9-c4e9b6b6ecc6","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO040205.20170803","NEON.LTR.NIWO040205.20170803.MXT","NEON.DOC.001710vE","Mixed",0.95,"N","","Sscherneck@battelleecology.org","3d4be708-576e-451b-8efc-702aa8cece5f","NIWO_040.basePlot.ltr","D13",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84",20.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"bd312259-c63a-46b1-bbd5-9f86dd36533c","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO040205.20170803","NEON.LTR.NIWO040205.20170803.SDS","NEON.DOC.001710vE","Seeds",0,"N","","Sscherneck@battelleecology.org","3d4be708-576e-451b-8efc-702aa8cece5f","NIWO_040.basePlot.ltr","D13",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84",20.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"fb2238ab-aaf9-4bdb-b9c8-2736d9b44ee2","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO062050.20170803","NEON.LTR.NIWO062050.20170803.TWI","NEON.DOC.001710vE","Twigs/branches",0,"N","","jmorris@battelleecology.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"28314d6b-945b-40cc-9019-75f46f16eb09","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO064103.20170803","NEON.LTR.NIWO064103.20170803.SDS","NEON.DOC.001710vE","Seeds",0.005,"Y","","Sscherneck@battelleecology.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"a3fd5d2d-483a-4027-985f-c753b86fa2f5","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO040205.20170803","NEON.LTR.NIWO040205.20170803.TWI","NEON.DOC.001710vE","Twigs/branches",0,"N","","Sscherneck@battelleecology.org","3d4be708-576e-451b-8efc-702aa8cece5f","NIWO_040.basePlot.ltr","D13",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84",20.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"9d64a50f-6f74-4ccd-aa3d-62f838c9f675","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO041059.20170803","NEON.LTR.NIWO041059.20170803.WDY","NEON.DOC.001710vE","Woody material",0.005,"N","","jmorris@battelleecology.org","e572675f-6f04-4ec2-8033-c195c01e75cf","NIWO_041.basePlot.ltr","D13",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84",20.2,0.2,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"3eb0ed94-3921-4230-a0db-7d412461cc34","NIWO_062.basePlot.ltr","D13","NIWO","NIWO_062","NIWO_062_050","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO062050.20170803","NEON.LTR.NIWO062050.20170803.FLR","NEON.DOC.001710vE","Flowers",0.005,"N","","jmorris@battelleecology.org","fa7a490c-9937-4d83-8b29-9056fe7c3cc3","NIWO_062.basePlot.ltr","D13",31,40.05114,-105.585787,3477,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"a6febc27-ade4-4f28-a271-e4b589c9607b","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO047197.20170803","NEON.LTR.NIWO047197.20170803.WDY","NEON.DOC.001710vE","Woody material",0,"N","","jmorris@battelleecology.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"05b9aa75-5cd4-460d-bbb4-f21f4e957305","NIWO_047.basePlot.ltr","D13","NIWO","NIWO_047","NIWO_047_197","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO047197.20170803","NEON.LTR.NIWO047197.20170803.OTH","NEON.DOC.001710vE","Other",0.005,"N","","jmorris@battelleecology.org","c80eb883-99a3-42d6-8dbb-c6b0c0e3db1c","NIWO_047.basePlot.ltr","D13",40,40.054657,-105.584399,3509.8,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"991da97d-dc88-4da0-8cce-61512b5280a2","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO064103.20170803","NEON.LTR.NIWO064103.20170803.FLR","NEON.DOC.001710vE","Flowers",0.02,"N","","Sscherneck@battelleecology.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"4268780a-0d67-4841-90d0-04ebc89cfe41","NIWO_040.basePlot.ltr","D13","NIWO","NIWO_040","NIWO_040_205","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO040205.20170803","NEON.LTR.NIWO040205.20170803.LVS","NEON.DOC.001710vE","Leaves",0,"N","","Sscherneck@battelleecology.org","3d4be708-576e-451b-8efc-702aa8cece5f","NIWO_040.basePlot.ltr","D13",41,40.046551,-105.584709,3364,"evergreenForest","tower","WGS84",20.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"7aa5b89c-9076-47b8-b60d-39b4c8ae45f8","NIWO_064.basePlot.ltr","D13","NIWO","NIWO_064","NIWO_064_103","2017-08-08","2017-07-06","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO064103.20170803","NEON.LTR.NIWO064103.20170803.WDY","NEON.DOC.001710vE","Woody material",0,"N","","Sscherneck@battelleecology.org","8434ddcb-92c2-4ea1-97a7-6f8aaaf6204e","NIWO_064.basePlot.ltr","D13",32,40.04737,-105.583997,3373.2,"evergreenForest","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"11c70405-38b5-40c8-8e18-1138c7b779c3","NIWO_041.basePlot.ltr","D13","NIWO","NIWO_041","NIWO_041_059","2017-08-08","2017-07-06","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO041059.20170803","NEON.LTR.NIWO041059.20170803.OTH","NEON.DOC.001710vE","Other",0.005,"N","","jmorris@battelleecology.org","e572675f-6f04-4ec2-8033-c195c01e75cf","NIWO_041.basePlot.ltr","D13",32,40.050349,-105.582965,3425.6,"shrubScrub","tower","WGS84",20.2,0.2,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"9537525a-596c-4772-afbe-f3b35783d750","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO063062.20170803","NEON.LTR.NIWO063062.20170803.LVS","NEON.DOC.001710vE","Leaves",0,"N","","Sscherneck@battelleecology.org","7f1e3c78-f56a-4db3-bd74-b8eb5214df25","NIWO_063.basePlot.ltr","D13",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"ed557311-9605-4023-9346-595789a4068b","NIWO_063.basePlot.ltr","D13","NIWO","NIWO_063","NIWO_063_062","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO063062.20170803","NEON.LTR.NIWO063062.20170803.TWI","NEON.DOC.001710vE","Twigs/branches",0,"N","","Sscherneck@battelleecology.org","7f1e3c78-f56a-4db3-bd74-b8eb5214df25","NIWO_063.basePlot.ltr","D13",32,40.04898,-105.585058,3432.7,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"84091f7c-2b10-474d-9f71-366425a910a2","NIWO_046.basePlot.ltr","D13","NIWO","NIWO_046","NIWO_046_155","2017-08-08","2017-07-07","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO046155.20170803","NEON.LTR.NIWO046155.20170803.SDS","NEON.DOC.001710vE","Seeds",0.005,"Y","","jmorris@battelleecology.org","809aa13e-15a4-475d-a474-58183f3ae9dd","NIWO_046.basePlot.ltr","D13",40,40.048158,-105.586127,3426.9,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"cc74d871-a9bf-4285-b5d4-554966b33ecf","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO061169.20170803","NEON.LTR.NIWO061169.20170803.FLR","NEON.DOC.001710vE","Flowers",0.06,"N","","Sscherneck@battelleecology.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"6e84efbc-e846-4041-978c-1ab96130b9bd","NIWO_061.basePlot.ltr","D13","NIWO","NIWO_061","NIWO_061_169","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO061169.20170803","NEON.LTR.NIWO061169.20170803.OTH","NEON.DOC.001710vE","Other",0.005,"N","","Sscherneck@battelleecology.org","077e9259-ebde-427e-91a8-5d5765c9c3d6","NIWO_061.basePlot.ltr","D13",41,40.047615,-105.586103,3413.4,"evergreenForest","tower","WGS84",10.2,0.4,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"a0b6945d-eceb-441c-9097-6957c2f976d1","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO057081.20170803","NEON.LTR.NIWO057081.20170803.NDL","NEON.DOC.001710vE","Needles",2.69,"Y","","Sscherneck@battelleecology.org","6c40a6f8-9b9c-422c-9333-7cc7969a5350","NIWO_057.basePlot.ltr","D13",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84",10.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"7ad6cee9-a755-4657-a8ac-1c30362bc3b7","NIWO_057.basePlot.ltr","D13","NIWO","NIWO_057","NIWO_057_081","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO057081.20170803","NEON.LTR.NIWO057081.20170803.SDS","NEON.DOC.001710vE","Seeds",0,"N","","Sscherneck@battelleecology.org","6c40a6f8-9b9c-422c-9333-7cc7969a5350","NIWO_057.basePlot.ltr","D13",31,40.047082,-105.585059,3382.5,"evergreenForest","tower","WGS84",10.2,0.3,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"b5249d7c-6e95-4021-8282-a6e99084507a","NIWO_067.basePlot.ltr","D13","NIWO","NIWO_067","NIWO_067_017","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO067017.20170803","NEON.LTR.NIWO067017.20170803.NDL","NEON.DOC.001710vE","Needles",14.07,"Y","","Sscherneck@battelleecology.org","ae51707c-9391-42eb-bb87-a8781f7178df","NIWO_067.basePlot.ltr","D13",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"3549ba0b-b957-470f-b006-f193e86f1517","NIWO_067.basePlot.ltr","D13","NIWO","NIWO_067","NIWO_067_017","2017-08-08","2017-07-07","2017-08-03","2017-08-04T23:55Z","2017-08-08T19:05Z","NEON.LTR.NIWO067017.20170803","NEON.LTR.NIWO067017.20170803.WDY","NEON.DOC.001710vE","Woody material",0.005,"N","","Sscherneck@battelleecology.org","ae51707c-9391-42eb-bb87-a8781f7178df","NIWO_067.basePlot.ltr","D13",31,40.04979,-105.585046,3443.5,"grasslandHerbaceous","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"c36f008c-9c72-4e8e-be3c-6be93f5229c1","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2017-08-08","2017-07-07","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO058101.20170803","NEON.LTR.NIWO058101.20170803.LVS","NEON.DOC.001710vE","Leaves",0.005,"N","","jmorris@battelleecology.org","cd8f3c8d-084a-4c1b-895c-8f71295c79fd","NIWO_058.basePlot.ltr","D13",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"65e5ed13-4135-4ede-a4c6-10af8212e206","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2017-08-08","2017-07-07","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO058101.20170803","NEON.LTR.NIWO058101.20170803.WDY","NEON.DOC.001710vE","Woody material",0,"N","","jmorris@battelleecology.org","cd8f3c8d-084a-4c1b-895c-8f71295c79fd","NIWO_058.basePlot.ltr","D13",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
"96a37b41-6afc-4a95-8ff3-e7f7b1b81f5c","NIWO_058.basePlot.ltr","D13","NIWO","NIWO_058","NIWO_058_101","2017-08-08","2017-07-07","2017-08-03","2017-08-03T20:10Z","2017-08-08T18:30Z","NEON.LTR.NIWO058101.20170803","NEON.LTR.NIWO058101.20170803.FLR","NEON.DOC.001710vE","Flowers",0,"N","","jmorris@battelleecology.org","cd8f3c8d-084a-4c1b-895c-8f71295c79fd","NIWO_058.basePlot.ltr","D13",32,40.048719,-105.587181,3446.4,"shrubScrub","tower","WGS84",10.1,0.1,"2015-07-15","NEON.DOC.001710vB","Y","Elevated","Targeted",0.5,"measuredBy, recordedBy, and setDate not reported","tdelpriore@neoninc.org"
